"íçï∂ì˙éû","ìXï‹î‘çÜ","ÉXÉeÅ[É^ÉX","çXêVì˙éû","ìoò^ì˙éû","è§ïiî‘çÜ","äÛñ]êîó ","î[ïiêîó "
"2023-11-14 16:04:41","0000000000006","1","2023-11-14 16:04:41","2023-11-14 16:04:41","5","7","7"
"2023-11-14 16:04:41","0000000000006","1","2023-11-14 16:04:41","2023-11-14 16:04:41","2","15","15"
"2023-11-14 16:04:41","0000000000006","1","2023-11-14 16:04:41","2023-11-14 16:04:41","42-1","50","50"
"2023-11-14 16:04:41","0000000000006","1","2023-11-14 16:04:41","2023-11-14 16:04:41","58-2","0","3"
"2023-11-14 16:04:48","0000000000095","1","2023-11-14 16:04:48","2023-11-14 16:04:48","49-1","30","30"
"2023-11-14 16:14:16","0000000000024","1","2023-11-14 16:14:16","2023-11-14 16:14:16","58-2","3","3"
"2023-11-14 16:14:16","0000000000024","1","2023-11-14 16:14:16","2023-11-14 16:14:16","49-2","30","30"
"2023-11-14 16:19:36","0000000000014","1","2023-11-14 16:19:36","2023-11-14 16:19:36","58-2","3","3"
"2023-11-14 16:19:36","0000000000014","1","2023-11-14 16:19:36","2023-11-14 16:19:36","2","10","10"
"2023-11-14 16:40:26","0000000000006","1","2023-11-14 16:40:26","2023-11-14 16:40:26","17","15","15"
"2023-11-14 16:40:26","0000000000006","1","2023-11-14 16:40:26","2023-11-14 16:40:26","19","15","15"
"2023-11-14 16:40:26","0000000000006","1","2023-11-14 16:40:26","2023-11-14 16:40:26","49-2","30","30"
"2023-11-14 16:40:26","0000000000006","1","2023-11-14 16:40:26","2023-11-14 16:40:26","4","15","15"
"2023-11-14 16:40:26","0000000000006","1","2023-11-14 16:40:26","2023-11-14 16:40:26","42-1","30","18"
"2023-11-14 16:42:24","0000000000003","1","2023-11-14 16:42:24","2023-11-14 16:42:24","35-1","60","40"
"2023-11-14 16:58:06","0000000000095","1","2023-11-14 16:58:06","2023-11-14 16:58:06","49-1","30","30"
"2023-11-14 17:01:01","0000000000083","1","2023-11-14 17:01:01","2023-11-14 17:01:01","16","100","100"
"2023-11-14 17:01:01","0000000000083","1","2023-11-14 17:01:01","2023-11-14 17:01:01","49-2","30","30"
"2023-11-14 17:03:25","0000000000093","1","2023-11-14 17:03:25","2023-11-14 17:03:25","12","20","20"
"2023-11-14 17:03:25","0000000000093","1","2023-11-14 17:03:25","2023-11-14 17:03:25","17","10","10"
"2023-11-14 17:03:25","0000000000093","1","2023-11-14 17:03:25","2023-11-14 17:03:25","51","6","6"
"2023-11-14 17:03:25","0000000000093","1","2023-11-14 17:03:25","2023-11-14 17:03:25","49-2","30","30"
"2023-11-14 17:03:25","0000000000093","1","2023-11-14 17:03:25","2023-11-14 17:03:25","65","4","3"
"2023-11-14 17:04:20","0000000000018","1","2023-11-14 17:04:20","2023-11-14 17:04:20","58-2","58","58"
"2023-11-14 17:05:13","0000000000006","1","2023-11-14 17:05:13","2023-11-14 17:05:13","58-1","34","34"
"2023-11-14 17:05:20","0000000000013","1","2023-11-14 17:05:20","2023-11-14 17:05:20","49-1","15","15"
"2023-11-14 17:05:20","0000000000013","1","2023-11-14 17:05:20","2023-11-14 17:05:20","49-2","15","15"
"2023-11-14 17:06:01","0000000000016","1","2023-11-14 17:06:01","2023-11-14 17:06:01","49-2","15","15"
"2023-11-14 17:06:01","0000000000016","1","2023-11-14 17:06:01","2023-11-14 17:06:01","51","20","5"
"2023-11-14 17:07:37","0000000000002","1","2023-11-14 17:07:37","2023-11-14 17:07:37","2","30","30"
"2023-11-14 17:07:37","0000000000002","1","2023-11-14 17:07:37","2023-11-14 17:07:37","18","30","30"
"2023-11-14 17:07:37","0000000000002","1","2023-11-14 17:07:37","2023-11-14 17:07:37","49-1","30","30"
"2023-11-14 17:07:37","0000000000002","1","2023-11-14 17:07:37","2023-11-14 17:07:37","5","10","10"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","4","15","15"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","5","10","10"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","9-1","10","10"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","12","10","10"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","28","3","3"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","49-1","15","15"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","40-3","5","5"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","59-1","7","7"
"2023-11-14 17:26:05","0000000000086","1","2023-11-14 17:26:05","2023-11-14 17:26:05","50-1","5","5"
"2023-11-14 17:28:46","0000000000011","1","2023-11-14 17:28:46","2023-11-14 17:28:46","58-2","6","6"
"2023-11-14 17:28:46","0000000000011","1","2023-11-14 17:28:46","2023-11-14 17:28:46","49-2","15","15"
"2023-11-14 17:29:36","0000000000013","1","2023-11-14 17:29:36","2023-11-14 17:29:36","58-2","13","13"
"2023-11-14 17:35:06","0000000000006","1","2023-11-14 17:35:06","2023-11-14 17:35:06","49-2","30","30"
"2023-11-14 17:35:06","0000000000006","1","2023-11-14 17:35:06","2023-11-14 17:35:06","42-1","50","40"
"2023-11-14 17:35:06","0000000000006","1","2023-11-14 17:35:06","2023-11-14 17:35:06","58-2","0","1"
"2023-11-14 17:35:06","0000000000006","1","2023-11-14 17:35:06","2023-11-14 17:35:06","58-1","0","4"
"2023-11-14 17:36:41","0000000000051","1","2023-11-14 17:36:41","2023-11-14 17:36:41","58-2","5","5"
"2023-11-14 17:38:28","0000000000095","1","2023-11-14 17:38:28","2023-11-14 17:38:28","58-2","1052","1052"
"2023-11-14 17:45:59","0000000000014","1","2023-11-14 17:45:59","2023-11-14 17:45:59","49-1","15","15"
"2023-11-14 17:45:59","0000000000014","1","2023-11-14 17:45:59","2023-11-14 17:45:59","49-2","15","15"
"2023-11-14 17:49:21","0000000000095","1","2023-11-14 17:49:21","2023-11-14 17:49:21","49-1","30","30"
"2023-11-14 17:54:53","0000000000063","1","2023-11-14 17:54:53","2023-11-14 17:54:53","49-1","30","30"
"2023-11-14 17:54:53","0000000000063","1","2023-11-14 17:54:53","2023-11-14 17:54:53","49-2","30","30"
"2023-11-14 18:01:09","0000000000091","1","2023-11-14 18:01:09","2023-11-14 18:01:09","49-2","30","30"
"2023-11-14 18:03:27","0000000000063","1","2023-11-14 18:03:27","2023-11-14 18:03:27","12","15","15"
"2023-11-14 18:04:27","0000000000093","1","2023-11-14 18:04:27","2023-11-14 18:04:27","58-2","24","24"
"2023-11-14 18:05:16","0000000000006","1","2023-11-14 18:05:16","2023-11-14 18:05:16","58-1","42","42"
"2023-11-14 18:07:55","0000000000095","1","2023-11-14 18:07:55","2023-11-14 18:07:55","49-1","30","30"
"2023-11-14 18:10:02","0000000000011","1","2023-11-14 18:10:02","2023-11-14 18:10:02","50-1","5","5"
"2023-11-14 18:10:02","0000000000011","1","2023-11-14 18:10:02","2023-11-14 18:10:02","49-1","15","15"
"2023-11-14 18:10:02","0000000000011","1","2023-11-14 18:10:02","2023-11-14 18:10:02","58-2","0","8"
"2023-11-14 18:11:38","0000000000083","1","2023-11-14 18:11:38","2023-11-14 18:11:38","49-2","30","30"
"2023-11-14 18:17:45","0000000000006","1","2023-11-14 18:17:45","2023-11-14 18:17:45","42-1","50","40"
"2023-11-14 18:19:31","0000000000002","1","2023-11-14 18:19:31","2023-11-14 18:19:31","49-1","30","30"
"2023-11-14 18:24:36","000000000019B","1","2023-11-14 18:24:36","2023-11-14 18:24:36","58-2","11","11"
"2023-11-14 18:24:50","0000000000031","1","2023-11-14 18:24:50","2023-11-14 18:24:50","58-2","8","8"
"2023-11-14 18:25:01","0000000000032","1","2023-11-14 18:25:01","2023-11-14 18:25:01","58-2","11","11"
"2023-11-14 18:29:35","0000000000003","1","2023-11-14 18:29:35","2023-11-14 18:29:35","58-2","11","11"
"2023-11-14 18:30:10","0000000000011","1","2023-11-14 18:30:10","2023-11-14 18:30:10","3","20","20"
"2023-11-14 18:30:47","0000000000091","1","2023-11-14 18:30:47","2023-11-14 18:30:47","58-2","10","10"
"2023-11-14 18:31:09","0000000000093","1","2023-11-14 18:31:09","2023-11-14 18:31:09","12","30","30"
"2023-11-14 18:31:09","0000000000093","1","2023-11-14 18:31:09","2023-11-14 18:31:09","16","20","20"
"2023-11-14 18:31:09","0000000000093","1","2023-11-14 18:31:09","2023-11-14 18:31:09","17","40","40"
"2023-11-14 18:31:09","0000000000093","1","2023-11-14 18:31:09","2023-11-14 18:31:09","49-2","15","15"
"2023-11-14 18:31:09","0000000000093","1","2023-11-14 18:31:09","2023-11-14 18:31:09","14-2","6","2"
"2023-11-14 18:31:09","0000000000093","1","2023-11-14 18:31:09","2023-11-14 18:31:09","58-2","0","6"
"2023-11-14 18:32:29","0000000000083","1","2023-11-14 18:32:29","2023-11-14 18:32:29","16","100","100"
"2023-11-14 18:50:38","0000000000008","1","2023-11-14 18:50:38","2023-11-14 18:50:38","49-2","15","15"
"2023-11-14 18:51:38","0000000000092","1","2023-11-14 18:51:38","2023-11-14 18:51:38","58-2","6","6"
"2023-11-14 18:57:52","0000000000003","1","2023-11-14 18:57:52","2023-11-14 18:57:52","35-1","60","30"
"2023-11-14 18:57:52","0000000000003","1","2023-11-14 18:57:52","2023-11-14 18:57:52","49-2","30","30"
"2023-11-14 18:59:45","0000000000031","1","2023-11-14 18:59:45","2023-11-14 18:59:45","12","5","5"
"2023-11-14 18:59:45","0000000000031","1","2023-11-14 18:59:45","2023-11-14 18:59:45","42-1","5","5"
"2023-11-14 18:59:45","0000000000031","1","2023-11-14 18:59:45","2023-11-14 18:59:45","49-2","30","30"
"2023-11-14 18:59:45","0000000000031","1","2023-11-14 18:59:45","2023-11-14 18:59:45","59-2","10","6"
"2023-11-14 18:59:45","0000000000031","1","2023-11-14 18:59:45","2023-11-14 18:59:45","9-1","10","10"
"2023-11-14 18:59:45","0000000000031","1","2023-11-14 18:59:45","2023-11-14 18:59:45","58-2","0","5"
"2023-11-14 19:00:26","0000000000091","1","2023-11-14 19:00:26","2023-11-14 19:00:26","51","15","15"
"2023-11-14 19:06:59","0000000000024","1","2023-11-14 19:06:59","2023-11-14 19:06:59","43","1","1"
"2023-11-14 19:14:59","0000000000095","1","2023-11-14 19:14:59","2023-11-14 19:14:59","49-1","30","30"
"2023-11-14 19:18:22","0000000000018","1","2023-11-14 19:18:22","2023-11-14 19:18:22","49-2","15","15"
"2023-11-14 19:18:22","0000000000018","1","2023-11-14 19:18:22","2023-11-14 19:18:22","58-2","0","48"
"2023-11-14 19:18:55","0000000000011","1","2023-11-14 19:18:55","2023-11-14 19:18:55","49-2","15","15"
"2023-11-14 19:18:55","0000000000011","1","2023-11-14 19:18:55","2023-11-14 19:18:55","58-2","0","6"
"2023-11-14 19:23:09","0000000000006","1","2023-11-14 19:23:09","2023-11-14 19:23:09","17","25","25"
"2023-11-14 19:23:09","0000000000006","1","2023-11-14 19:23:09","2023-11-14 19:23:09","18","20","20"
"2023-11-14 19:23:09","0000000000006","1","2023-11-14 19:23:09","2023-11-14 19:23:09","19","25","25"
"2023-11-14 19:23:09","0000000000006","1","2023-11-14 19:23:09","2023-11-14 19:23:09","49-2","30","30"
"2023-11-14 19:23:09","0000000000006","1","2023-11-14 19:23:09","2023-11-14 19:23:09","4","30","30"
"2023-11-14 19:23:09","0000000000006","1","2023-11-14 19:23:09","2023-11-14 19:23:09","2","15","15"
"2023-11-14 19:23:09","0000000000006","1","2023-11-14 19:23:09","2023-11-14 19:23:09","42-1","50","30"
"2023-11-14 19:23:09","0000000000006","1","2023-11-14 19:23:09","2023-11-14 19:23:09","58-2","0","10"
"2023-11-14 19:23:29","0000000000093","1","2023-11-14 19:23:29","2023-11-14 19:23:29","58-2","16","16"
"2023-11-14 19:23:53","0000000000008","1","2023-11-14 19:23:53","2023-11-14 19:23:53","58-2","18","18"
"2023-11-14 19:26:16","0000000000024","1","2023-11-14 19:26:16","2023-11-14 19:26:16","51","10","8"
"2023-11-14 19:26:16","0000000000024","1","2023-11-14 19:26:16","2023-11-14 19:26:16","49-2","30","30"
"2023-11-14 19:26:16","0000000000024","1","2023-11-14 19:26:16","2023-11-14 19:26:16","16","25","25"
"2023-11-14 19:26:16","0000000000024","1","2023-11-14 19:26:16","2023-11-14 19:26:16","12","5","5"
"2023-11-14 19:28:30","0000000000095","1","2023-11-14 19:28:30","2023-11-14 19:28:30","49-1","30","30"
"2023-11-14 19:37:08","0000000000093","1","2023-11-14 19:37:08","2023-11-14 19:37:08","12","20","20"
"2023-11-14 19:37:08","0000000000093","1","2023-11-14 19:37:08","2023-11-14 19:37:08","17","30","30"
"2023-11-14 19:37:08","0000000000093","1","2023-11-14 19:37:08","2023-11-14 19:37:08","40-1","4","4"
"2023-11-14 19:37:08","0000000000093","1","2023-11-14 19:37:08","2023-11-14 19:37:08","49-2","15","15"
"2023-11-14 19:37:43","0000000000063","1","2023-11-14 19:37:43","2023-11-14 19:37:43","58-2","11","11"
"2023-11-14 19:37:43","0000000000063","1","2023-11-14 19:37:43","2023-11-14 19:37:43","5","20","20"
"2023-11-14 19:37:43","0000000000063","1","2023-11-14 19:37:43","2023-11-14 19:37:43","12","20","20"
"2023-11-14 19:37:43","0000000000063","1","2023-11-14 19:37:43","2023-11-14 19:37:43","49-1","30","30"
"2023-11-14 19:37:43","0000000000063","1","2023-11-14 19:37:43","2023-11-14 19:37:43","49-2","30","30"
"2023-11-14 19:40:39","0000000000092","1","2023-11-14 19:40:39","2023-11-14 19:40:39","4","35","35"
"2023-11-14 19:40:39","0000000000092","1","2023-11-14 19:40:39","2023-11-14 19:40:39","45","5","5"
"2023-11-14 19:44:02","0000000000006","1","2023-11-14 19:44:02","2023-11-14 19:44:02","58-1","40","40"
"2023-11-14 19:44:54","0000000000010","1","2023-11-14 19:44:54","2023-11-14 19:44:54","42-1","5","5"
"2023-11-14 19:47:12","000000000019B","1","2023-11-14 19:47:12","2023-11-14 19:47:12","49-1","30","30"
"2023-11-14 20:00:31","0000000000006","1","2023-11-14 20:00:31","2023-11-14 20:00:31","35-2","25","25"
"2023-11-14 20:00:31","0000000000006","1","2023-11-14 20:00:31","2023-11-14 20:00:31","42-1","50","30"
"2023-11-14 20:03:29","0000000000083","1","2023-11-14 20:03:29","2023-11-14 20:03:29","16","100","100"
"2023-11-14 20:03:29","0000000000083","1","2023-11-14 20:03:29","2023-11-14 20:03:29","51","10","10"
"2023-11-14 20:03:29","0000000000083","1","2023-11-14 20:03:29","2023-11-14 20:03:29","49-2","30","30"
"2023-11-14 20:10:36","0000000000008","1","2023-11-14 20:10:36","2023-11-14 20:10:36","6","10","10"
"2023-11-14 20:15:13","0000000000092","1","2023-11-14 20:15:13","2023-11-14 20:15:13","58-2","14","14"
"2023-11-14 20:16:38","0000000000010","1","2023-11-14 20:16:38","2023-11-14 20:16:38","49-1","15","15"
"2023-11-14 20:16:38","0000000000010","1","2023-11-14 20:16:38","2023-11-14 20:16:38","49-2","15","15"
"2023-11-14 20:16:38","0000000000010","1","2023-11-14 20:16:38","2023-11-14 20:16:38","58-2","0","6"
"2023-11-14 20:25:02","0000000000086","1","2023-11-14 20:25:02","2023-11-14 20:25:02","9-1","15","15"
"2023-11-14 20:25:02","0000000000086","1","2023-11-14 20:25:02","2023-11-14 20:25:02","12","15","15"
"2023-11-14 20:25:02","0000000000086","1","2023-11-14 20:25:02","2023-11-14 20:25:02","14-1","10","3"
"2023-11-14 20:25:02","0000000000086","1","2023-11-14 20:25:02","2023-11-14 20:25:02","42-1","15","15"
"2023-11-14 20:25:02","0000000000086","1","2023-11-14 20:25:02","2023-11-14 20:25:02","49-1","15","15"
"2023-11-14 20:25:02","0000000000086","1","2023-11-14 20:25:02","2023-11-14 20:25:02","59-1","7","7"
"2023-11-14 20:25:02","0000000000086","1","2023-11-14 20:25:02","2023-11-14 20:25:02","51","5","1"
"2023-11-14 20:28:44","0000000000093","1","2023-11-14 20:28:44","2023-11-14 20:28:44","58-2","19","19"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","17","25","25"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","18","15","15"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","19","20","20"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","27-1","39","30"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","33-1","37","37"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","49-2","30","30"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","35-2","25","25"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","4","15","15"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","9-2","37","37"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","21","15","15"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","42-1","50","20"
"2023-11-14 20:29:01","0000000000006","1","2023-11-14 20:29:01","2023-11-14 20:29:01","38","6","6"
"2023-11-14 20:31:10","0000000000011","1","2023-11-14 20:31:10","2023-11-14 20:31:10","50-1","5","5"
"2023-11-14 20:31:10","0000000000011","1","2023-11-14 20:31:10","2023-11-14 20:31:10","49-1","15","15"
"2023-11-14 20:31:10","0000000000011","1","2023-11-14 20:31:10","2023-11-14 20:31:10","59-2","6","4"
"2023-11-14 20:33:17","0000000000091","1","2023-11-14 20:33:17","2023-11-14 20:33:17","49-1","15","15"
"2023-11-14 20:33:17","0000000000091","1","2023-11-14 20:33:17","2023-11-14 20:33:17","49-2","15","15"
"2023-11-14 20:33:17","0000000000091","1","2023-11-14 20:33:17","2023-11-14 20:33:17","42-2","15","15"
"2023-11-14 20:33:17","0000000000091","1","2023-11-14 20:33:17","2023-11-14 20:33:17","58-2","0","15"
"2023-11-14 20:34:23","0000000000011","1","2023-11-14 20:34:23","2023-11-14 20:34:23","58-2","8","8"
"2023-11-14 20:34:48","0000000000014","1","2023-11-14 20:34:48","2023-11-14 20:34:48","40-1","6","6"
"2023-11-14 20:34:48","0000000000014","1","2023-11-14 20:34:48","2023-11-14 20:34:48","49-1","15","15"
"2023-11-14 20:34:48","0000000000014","1","2023-11-14 20:34:48","2023-11-14 20:34:48","49-2","15","15"
"2023-11-14 20:53:54","0000000000092","1","2023-11-14 20:53:54","2023-11-14 20:53:54","58-2","20","20"
"2023-11-14 20:54:40","0000000000092","1","2023-11-14 20:54:40","2023-11-14 20:54:40","49-2","30","30"
"2023-11-14 20:57:31","0000000000024","1","2023-11-14 20:57:31","2023-11-14 20:57:31","49-2","30","30"
"2023-11-14 20:57:31","0000000000024","1","2023-11-14 20:57:31","2023-11-14 20:57:31","18","5","5"
"2023-11-14 20:57:31","0000000000024","1","2023-11-14 20:57:31","2023-11-14 20:57:31","16","20","20"
"2023-11-14 20:57:31","0000000000024","1","2023-11-14 20:57:31","2023-11-14 20:57:31","15","5","5"
"2023-11-14 21:00:08","0000000000095","1","2023-11-14 21:00:08","2023-11-14 21:00:08","49-1","30","30"
"2023-11-14 21:02:29","0000000000006","1","2023-11-14 21:02:29","2023-11-14 21:02:29","58-1","64","64"
"2023-11-14 21:20:39","0000000000031","1","2023-11-14 21:20:39","2023-11-14 21:20:39","58-2","11","11"
"2023-11-14 21:21:19","0000000000032","1","2023-11-14 21:21:19","2023-11-14 21:21:19","58-2","33","33"
"2023-11-14 21:21:29","0000000000014","1","2023-11-14 21:21:29","2023-11-14 21:21:29","2","5","5"
"2023-11-14 21:21:29","0000000000014","1","2023-11-14 21:21:29","2023-11-14 21:21:29","9-1","10","10"
"2023-11-14 21:21:29","0000000000014","1","2023-11-14 21:21:29","2023-11-14 21:21:29","20","8","8"
"2023-11-14 21:21:29","0000000000014","1","2023-11-14 21:21:29","2023-11-14 21:21:29","26-2","12","12"
"2023-11-14 21:21:29","0000000000014","1","2023-11-14 21:21:29","2023-11-14 21:21:29","27-1","12","12"
"2023-11-14 21:21:29","0000000000014","1","2023-11-14 21:21:29","2023-11-14 21:21:29","33-1","12","12"
"2023-11-14 21:21:49","0000000000093","1","2023-11-14 21:21:49","2023-11-14 21:21:49","58-2","20","20"
"2023-11-14 21:24:23","0000000000002","1","2023-11-14 21:24:23","2023-11-14 21:24:23","58-2","17","17"
"2023-11-14 21:24:51","0000000000003","1","2023-11-14 21:24:51","2023-11-14 21:24:51","58-2","15","15"
"2023-11-14 21:32:44","0000000000092","1","2023-11-14 21:32:44","2023-11-14 21:32:44","8","20","20"
"2023-11-14 21:32:44","0000000000092","1","2023-11-14 21:32:44","2023-11-14 21:32:44","18","20","20"
"2023-11-14 21:32:44","0000000000092","1","2023-11-14 21:32:44","2023-11-14 21:32:44","45","2","2"
"2023-11-14 21:32:55","0000000000013","1","2023-11-14 21:32:55","2023-11-14 21:32:55","58-2","42","42"
"2023-11-14 21:35:02","0000000000011","1","2023-11-14 21:35:02","2023-11-14 21:35:02","58-2","7","7"
"2023-11-14 21:39:56","0000000000031","1","2023-11-14 21:39:56","2023-11-14 21:39:56","12","15","15"
"2023-11-14 21:39:56","0000000000031","1","2023-11-14 21:39:56","2023-11-14 21:39:56","42-1","10","10"
"2023-11-14 21:39:56","0000000000031","1","2023-11-14 21:39:56","2023-11-14 21:39:56","49-1","15","15"
"2023-11-14 21:39:56","0000000000031","1","2023-11-14 21:39:56","2023-11-14 21:39:56","51","10","10"
"2023-11-14 21:39:56","0000000000031","1","2023-11-14 21:39:56","2023-11-14 21:39:56","49-2","15","15"
"2023-11-14 21:39:56","0000000000031","1","2023-11-14 21:39:56","2023-11-14 21:39:56","58-2","0","4"
"2023-11-14 21:40:21","000000000019B","1","2023-11-14 21:40:21","2023-11-14 21:40:21","58-2","19","19"
"2023-11-14 21:44:27","0000000000086","1","2023-11-14 21:44:27","2023-11-14 21:44:27","58-2","25","25"
"2023-11-14 21:51:36","0000000000010","1","2023-11-14 21:51:36","2023-11-14 21:51:36","49-1","15","15"
"2023-11-14 21:53:49","0000000000036","1","2023-11-14 21:53:49","2023-11-14 21:53:49","58-2","33","33"
"2023-11-14 21:54:18","0000000000092","1","2023-11-14 21:54:18","2023-11-14 21:54:18","4","10","10"
"2023-11-14 21:54:18","0000000000092","1","2023-11-14 21:54:18","2023-11-14 21:54:18","21","10","10"
"2023-11-14 21:54:18","0000000000092","1","2023-11-14 21:54:18","2023-11-14 21:54:18","28","5","5"
"2023-11-14 21:54:18","0000000000092","1","2023-11-14 21:54:18","2023-11-14 21:54:18","45","2","2"
"2023-11-14 21:54:46","0000000000093","1","2023-11-14 21:54:46","2023-11-14 21:54:46","58-2","13","13"
"2023-11-14 21:59:30","0000000000063","1","2023-11-14 21:59:30","2023-11-14 21:59:30","58-2","9","9"
"2023-11-14 21:59:30","0000000000063","1","2023-11-14 21:59:30","2023-11-14 21:59:30","58-1","6","6"
"2023-11-14 22:04:53","0000000000003","1","2023-11-14 22:04:53","2023-11-14 22:04:53","58-2","12","12"
"2023-11-14 22:10:10","0000000000010","1","2023-11-14 22:10:10","2023-11-14 22:10:10","58-2","4","4"
"2023-11-14 22:14:33","0000000000010","1","2023-11-14 22:14:33","2023-11-14 22:14:33","58-2","5","5"
"2023-11-14 22:16:27","0000000000095","1","2023-11-14 22:16:27","2023-11-14 22:16:27","58-2","953","953"
"2023-11-14 22:37:03","0000000000024","1","2023-11-14 22:37:03","2023-11-14 22:37:03","40-1","15","15"
"2023-11-14 22:37:03","0000000000024","1","2023-11-14 22:37:03","2023-11-14 22:37:03","51","10","10"
"2023-11-14 22:37:03","0000000000024","1","2023-11-14 22:37:03","2023-11-14 22:37:03","49-2","30","30"
"2023-11-14 22:37:03","0000000000024","1","2023-11-14 22:37:03","2023-11-14 22:37:03","16","5","5"
"2023-11-14 22:37:03","0000000000024","1","2023-11-14 22:37:03","2023-11-14 22:37:03","58-2","0","8"
"2023-11-14 22:45:13","0000000000013","1","2023-11-14 22:45:13","2023-11-14 22:45:13","58-2","36","36"
"2023-11-14 22:54:01","000000000054A","1","2023-11-14 22:54:01","2023-11-14 22:54:01","58-2","27","27"
"2023-11-14 23:04:56","0000000000003","1","2023-11-14 23:04:56","2023-11-14 23:04:56","35-1","30","30"
"2023-11-14 23:05:29","0000000000003","1","2023-11-14 23:05:29","2023-11-14 23:05:29","58-2","10","10"
"2023-11-14 23:05:51","0000000000095","1","2023-11-14 23:05:51","2023-11-14 23:05:51","58-2","76","76"
"2023-11-14 23:09:03","0000000000012","1","2023-11-14 23:09:03","2023-11-14 23:09:03","58-2","5","5"
"2023-11-14 23:09:03","0000000000012","1","2023-11-14 23:09:03","2023-11-14 23:09:03","9-1","10","10"
"2023-11-14 23:09:03","0000000000012","1","2023-11-14 23:09:03","2023-11-14 23:09:03","23","5","5"
"2023-11-14 23:09:03","0000000000012","1","2023-11-14 23:09:03","2023-11-14 23:09:03","26-2","5","5"
"2023-11-14 23:09:03","0000000000012","1","2023-11-14 23:09:03","2023-11-14 23:09:03","33-1","10","10"
"2023-11-14 23:09:03","0000000000012","1","2023-11-14 23:09:03","2023-11-14 23:09:03","35-1","10","10"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","9-1","15","15"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","12","15","15"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","16","10","10"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","18","15","15"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","20","10","10"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","49-1","15","15"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","49-2","30","30"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","2","10","10"
"2023-11-15 08:44:04","0000000000012","1","2023-11-15 08:44:04","2023-11-15 08:44:04","7","10","7"
"2023-11-15 08:44:15","000000000019B","1","2023-11-15 08:44:15","2023-11-15 08:44:15","58-2","7","7"
"2023-11-15 08:44:47","0000000000002","1","2023-11-15 08:44:47","2023-11-15 08:44:47","58-2","5","5"
"2023-11-15 08:51:56","0000000000051","1","2023-11-15 08:51:56","2023-11-15 08:51:56","58-2","3","3"
"2023-11-15 08:53:07","0000000000016","1","2023-11-15 08:53:07","2023-11-15 08:53:07","58-2","9","9"
"2023-11-15 08:53:31","0000000000049","1","2023-11-15 08:53:31","2023-11-15 08:53:31","58-2","2","2"
"2023-11-15 08:57:23","0000000000010","1","2023-11-15 08:57:23","2023-11-15 08:57:23","58-2","11","11"
"2023-11-15 08:57:23","0000000000010","1","2023-11-15 08:57:23","2023-11-15 08:57:23","50-1","5","5"
"2023-11-15 08:58:29","0000000000031","1","2023-11-15 08:58:29","2023-11-15 08:58:29","58-2","10","10"
"2023-11-15 09:00:08","0000000000032","1","2023-11-15 09:00:08","2023-11-15 09:00:08","58-2","36","36"
